Income_Segment,Education,Has_Children,Enrollment_Year,Product,Sales
Medium,Graduation,Has Children,2012,Meat,44
Medium,Graduation,Has Children,2012,Meat,233
Medium,Graduation,Has Children,2014,Meat,15
Medium,PhD,Has Children,2013,Meat,30
High,Graduation,Has Children,2012,Meat,171
Medium,PhD,Has Children,2014,Meat,37
Medium,Master,Has Children,2012,Meat,9
Medium,PhD,Has Children,2013,Meat,46
Medium,Graduation,Has Children,2014,Meat,84
Medium,Graduation,Has Children,2013,Meat,227
High,Graduation,No Children,2013,Meat,925
Medium,Graduation,Has Children,2012,Meat,27
Medium,PhD,Has Children,2013,Meat,2
Medium,Graduation,Has Children,2012,Meat,234
High,Graduation,No Children,2014,Meat,400
Medium,PhD,Has Children,2013,Meat,11
Low,Diploma,Has Children,2012,Meat,30
Medium,Diploma,Has Children,2013,Meat,75
High,Master,No Children,2012,Meat,430
High,Graduation,No Children,2014,Meat,407
High,Master,No Children,2012,Meat,445
Medium,Master,Has Children,2013,Meat,77
Medium,Graduation,Has Children,2014,Meat,12
Medium,Graduation,Has Children,2013,Meat,133
Medium,Diploma,Has Children,2013,Meat,3
Low,Graduation,No Children,2014,Meat,1
Medium,Master,Has Children,2013,Meat,18
High,Graduation,Has Children,2013,Meat,337
High,Graduation,No Children,2013,Meat,108
High,PhD,Has Children,2013,Meat,84
High,PhD,No Children,2013,Meat,651
High,Graduation,No Children,2013,Meat,708
High,Diploma,No Children,2013,Meat,640
Medium,PhD,Has Children,2014,Meat,12
High,Graduation,No Children,2014,Meat,311
Low,Diploma,Has Children,2012,Meat,7
Medium,Master,Has Children,2012,Meat,136
High,Graduation,Has Children,2014,Meat,282
High,Graduation,Has Children,2014,Meat,16
Medium,Graduation,No Children,2014,Meat,11
High,Graduation,No Children,2013,Meat,545
Low,Graduation,Has Children,2014,Meat,19
Medium,Graduation,Has Children,2013,Meat,292
Medium,Graduation,Has Children,2013,Meat,32
High,PhD,Has Children,2012,Meat,288
High,PhD,No Children,2013,Meat,449
Medium,Diploma,Has Children,2013,Meat,144
Low,Graduation,Has Children,2013,Meat,11
Medium,PhD,Has Children,2013,Meat,31
Medium,Graduation,Has Children,2013,Meat,127
High,Master,Has Children,2012,Meat,288
High,Graduation,No Children,2013,Meat,345
Low,Graduation,Has Children,2014,Meat,21
Medium,PhD,Has Children,2013,Meat,3
High,Graduation,Has Children,2012,Meat,396
Medium,PhD,Has Children,2014,Meat,31
Medium,Graduation,Has Children,2013,Meat,66
Medium,Master,Has Children,2012,Meat,21
Medium,Master,Has Children,2014,Meat,11
Medium,Master,No Children,2014,Meat,165
High,Diploma,No Children,2014,Meat,254
Medium,Graduation,No Children,2013,Meat,73
Medium,Graduation,Has Children,2013,Meat,6
Low,Graduation,No Children,2013,Meat,24
Medium,Graduation,Has Children,2014,Meat,26
Low,PhD,Has Children,2013,Meat,24
High,PhD,Has Children,2013,Meat,168
Medium,Master,Has Children,2014,Meat,3
Low,Graduation,Has Children,2012,Meat,16
Medium,PhD,Has Children,2013,Meat,172
Low,Graduation,Has Children,2013,Meat,29
Low,Basic,Has Children,2013,Meat,11
Medium,PhD,Has Children,2013,Meat,2
High,Diploma,Has Children,2012,Meat,161
High,Graduation,No Children,2013,Meat,733
High,Graduation,No Children,2013,Meat,961
High,Graduation,No Children,2014,Meat,356
Medium,Diploma,Has Children,2013,Meat,13
High,Graduation,No Children,2014,Meat,568
Low,Graduation,No Children,2012,Meat,130
Medium,PhD,Has Children,2014,Meat,16
Medium,Master,Has Children,2013,Meat,16
Medium,PhD,Has Children,2014,Meat,9
Medium,Graduation,Has Children,2013,Meat,134
High,Graduation,Has Children,2014,Meat,29
Medium,Graduation,Has Children,2012,Meat,14
Low,Graduation,No Children,2012,Meat,66
High,Graduation,No Children,2014,Meat,415
Medium,Graduation,Has Children,2013,Meat,16
Medium,Master,Has Children,2012,Meat,37
Medium,Master,Has Children,2013,Meat,33
High,PhD,Has Children,2013,Meat,333
Medium,Graduation,Has Children,2012,Meat,141
Medium,Graduation,Has Children,2013,Meat,91
High,Diploma,No Children,2014,Meat,254
Low,PhD,Has Children,2014,Meat,3
High,PhD,No Children,2013,Meat,780
Low,Diploma,Has Children,2013,Meat,12
Low,Master,Has Children,2013,Meat,13
High,Graduation,No Children,2012,Meat,534
Medium,Graduation,Has Children,2012,Meat,53
Medium,PhD,No Children,2013,Meat,12
High,Graduation,No Children,2012,Meat,491
High,Graduation,No Children,2013,Meat,282
High,Master,Has Children,2012,Meat,45
High,Graduation,Has Children,2013,Meat,181
Medium,PhD,No Children,2013,Meat,267
Medium,PhD,Has Children,2014,Meat,8
High,PhD,Has Children,2014,Meat,69
Low,Graduation,Has Children,2012,Meat,4
High,Graduation,No Children,2014,Meat,678
High,Diploma,Has Children,2012,Meat,249
Low,Graduation,No Children,2012,Meat,7
High,Graduation,No Children,2014,Meat,382
Medium,PhD,Has Children,2014,Meat,15
High,Graduation,Has Children,2012,Meat,279
Medium,Graduation,Has Children,2012,Meat,176
Medium,Graduation,Has Children,2014,Meat,5
Medium,Graduation,No Children,2013,Meat,30
High,Graduation,No Children,2013,Meat,555
High,PhD,No Children,2013,Meat,107
Low,Diploma,Has Children,2013,Meat,7
Medium,Master,Has Children,2014,Meat,77
Medium,PhD,Has Children,2013,Meat,6
High,Graduation,No Children,2014,Meat,334
Medium,Graduation,Has Children,2012,Meat,125
High,Graduation,No Children,2012,Meat,548
Medium,Graduation,Has Children,2013,Meat,8
High,Master,No Children,2013,Meat,842
Medium,Graduation,Has Children,2013,Meat,158
Low,Graduation,Has Children,2013,Meat,7
High,PhD,No Children,2013,Meat,103
Medium,Graduation,Has Children,2014,Meat,9
High,PhD,No Children,2014,Meat,411
High,PhD,No Children,2014,Meat,843
Medium,PhD,Has Children,2014,Meat,18
High,Graduation,No Children,2013,Meat,389
Medium,PhD,Has Children,2013,Meat,22
Medium,PhD,Has Children,2014,Meat,9
High,Graduation,Has Children,2013,Meat,100
High,Graduation,Has Children,2014,Meat,216
High,Diploma,No Children,2012,Meat,369
Low,Master,Has Children,2013,Meat,5
Medium,Graduation,Has Children,2013,Meat,160
High,Graduation,No Children,2013,Meat,430
Medium,Diploma,Has Children,2013,Meat,109
Medium,Graduation,Has Children,2013,Meat,206
Medium,Graduation,Has Children,2013,Meat,30
Medium,Graduation,Has Children,2014,Meat,16
High,PhD,No Children,2013,Meat,400
Medium,PhD,Has Children,2014,Meat,8
Low,Diploma,No Children,2013,Meat,13
High,Diploma,Has Children,2014,Meat,70
High,Graduation,Has Children,2014,Meat,57
High,Graduation,No Children,2013,Meat,449
High,Diploma,No Children,2013,Meat,115
Medium,PhD,Has Children,2014,Meat,4
High,Master,No Children,2014,Meat,711
Low,PhD,Has Children,2013,Meat,18
High,Graduation,Has Children,2013,Meat,140
Medium,PhD,Has Children,2013,Meat,18
Medium,Master,No Children,2013,Meat,54
Low,Basic,No Children,2013,Meat,11
Medium,Diploma,Has Children,2013,Meat,59
High,Graduation,Has Children,2013,Meat,215
Medium,PhD,Has Children,2012,Meat,42
Medium,Master,Has Children,2013,Meat,93
Medium,Graduation,Has Children,2013,Meat,23
Medium,Graduation,Has Children,2012,Meat,137
Medium,Graduation,Has Children,2012,Meat,147
High,Graduation,Has Children,2012,Meat,494
Medium,Graduation,Has Children,2014,Meat,17
Low,Basic,No Children,2013,Meat,4
High,Diploma,No Children,2013,Meat,818
High,Master,Has Children,2013,Meat,53
Low,Graduation,Has Children,2013,Meat,2
Medium,Graduation,Has Children,2014,Meat,20
High,Graduation,Has Children,2012,Meat,864
High,Graduation,No Children,2013,Meat,750
Medium,Diploma,Has Children,2014,Meat,107
Medium,PhD,Has Children,2012,Meat,34
High,PhD,No Children,2013,Meat,395
Low,Master,No Children,2014,Meat,10
Medium,Graduation,Has Children,2013,Meat,56
Medium,Master,Has Children,2013,Meat,133
Medium,Graduation,Has Children,2013,Meat,26
Low,Diploma,Has Children,2014,Meat,8
Medium,PhD,Has Children,2013,Meat,12
High,Graduation,No Children,2013,Meat,249
Low,Master,Has Children,2014,Meat,25
Medium,Graduation,Has Children,2013,Meat,59
Medium,Graduation,Has Children,2012,Meat,171
Medium,PhD,Has Children,2013,Meat,39
Low,Graduation,Has Children,2012,Meat,8
Medium,PhD,No Children,2013,Meat,183
High,Graduation,Has Children,2012,Meat,196
Low,Graduation,Has Children,2012,Meat,3
High,Graduation,No Children,2012,Meat,731
Medium,Master,Has Children,2014,Meat,37
Low,PhD,Has Children,2014,Meat,11
Medium,Graduation,Has Children,2013,Meat,112
Medium,Graduation,No Children,2012,Meat,239
High,Graduation,No Children,2014,Meat,483
Medium,Graduation,Has Children,2013,Meat,329
Medium,Graduation,Has Children,2014,Meat,28
Medium,Graduation,Has Children,2012,Meat,171
Medium,Graduation,Has Children,2012,Meat,29
High,Graduation,No Children,2012,Meat,604
Medium,PhD,Has Children,2013,Meat,6
High,Graduation,Has Children,2013,Meat,83
Medium,Diploma,Has Children,2013,Meat,18
Medium,Graduation,Has Children,2012,Meat,37
High,Graduation,No Children,2013,Meat,162
High,Graduation,No Children,2014,Meat,425
Low,Basic,No Children,2014,Meat,2
Low,Diploma,No Children,2014,Meat,3
High,PhD,No Children,2012,Meat,547
High,Master,Has Children,2014,Meat,35
Low,Basic,Has Children,2013,Meat,15
Medium,Master,Has Children,2013,Meat,19
Medium,Master,Has Children,2012,Meat,8
Medium,Graduation,Has Children,2013,Meat,64
Low,Graduation,Has Children,2013,Meat,19
High,Master,No Children,2014,Meat,915
Medium,Graduation,Has Children,2013,Meat,83
Medium,Graduation,Has Children,2013,Meat,76
Medium,PhD,Has Children,2013,Meat,60
Low,Basic,Has Children,2013,Meat,3
Low,Graduation,Has Children,2014,Meat,11
Low,Graduation,Has Children,2013,Meat,8
Medium,Graduation,Has Children,2013,Meat,20
High,PhD,Has Children,2013,Meat,101
Medium,PhD,Has Children,2012,Meat,28
Medium,Diploma,Has Children,2014,Meat,7
High,Master,No Children,2012,Meat,549
High,Master,Has Children,2012,Meat,70
Medium,Graduation,Has Children,2014,Meat,11
High,Graduation,Has Children,2014,Meat,34
Medium,Master,Has Children,2013,Meat,51
High,Master,Has Children,2013,Meat,100
Medium,Diploma,Has Children,2013,Meat,23
High,Master,Has Children,2013,Meat,137
High,PhD,No Children,2014,Meat,259
Medium,Diploma,Has Children,2012,Meat,113
Medium,Graduation,Has Children,2013,Meat,57
Medium,Graduation,Has Children,2013,Meat,169
Medium,Master,Has Children,2013,Meat,29
Low,Graduation,Has Children,2012,Meat,8
High,Master,No Children,2013,Meat,689
Medium,Master,Has Children,2013,Meat,85
High,PhD,No Children,2013,Meat,801
Low,Graduation,No Children,2013,Meat,9
Medium,PhD,Has Children,2014,Meat,4
Medium,Graduation,Has Children,2013,Meat,25
Medium,Graduation,Has Children,2013,Meat,24
High,Graduation,Has Children,2013,Meat,93
High,Graduation,Has Children,2013,Meat,242
High,Graduation,No Children,2013,Meat,913
Medium,Graduation,Has Children,2012,Meat,39
Medium,Graduation,Has Children,2013,Meat,45
High,Graduation,Has Children,2013,Meat,88
Medium,PhD,Has Children,2012,Meat,16
High,PhD,No Children,2013,Meat,505
Medium,Graduation,Has Children,2013,Meat,22
Low,Basic,Has Children,2012,Meat,3
Low,Graduation,Has Children,2013,Meat,4
High,Diploma,No Children,2013,Meat,109
Medium,Graduation,Has Children,2013,Meat,7
Medium,PhD,Has Children,2013,Meat,16
High,PhD,Has Children,2013,Meat,180
High,PhD,No Children,2013,Meat,106
Low,Graduation,Has Children,2012,Meat,12
Medium,Master,Has Children,2013,Meat,17
Medium,Master,Has Children,2014,Meat,14
Medium,Graduation,Has Children,2013,Meat,59
Medium,PhD,Has Children,2013,Meat,11
Medium,Graduation,Has Children,2014,Meat,8
Low,Graduation,Has Children,2013,Meat,19
Medium,PhD,Has Children,2014,Meat,9
High,Graduation,Has Children,2014,Meat,280
Medium,Master,Has Children,2014,Meat,19
High,Graduation,No Children,2013,Meat,414
Low,Graduation,Has Children,2013,Meat,13
Medium,Graduation,Has Children,2013,Meat,35
Low,Basic,Has Children,2014,Meat,2
Medium,PhD,Has Children,2013,Meat,12
High,Graduation,Has Children,2014,Meat,147
High,Master,No Children,2014,Meat,270
Low,PhD,Has Children,2012,Meat,121
Low,Graduation,No Children,2014,Meat,3
Low,Basic,Has Children,2012,Meat,18
Medium,Graduation,Has Children,2013,Meat,5
Low,PhD,Has Children,2014,Meat,4
High,Graduation,Has Children,2014,Meat,133
High,PhD,No Children,2013,Meat,514
High,Graduation,Has Children,2013,Meat,259
High,PhD,Has Children,2013,Meat,265
High,Graduation,Has Children,2013,Meat,421
High,Graduation,Has Children,2013,Meat,123
Medium,PhD,Has Children,2012,Meat,87
High,Diploma,Has Children,2012,Meat,47
High,Graduation,Has Children,2014,Meat,86
Medium,Graduation,Has Children,2014,Meat,2
High,Graduation,No Children,2013,Meat,946
Medium,PhD,Has Children,2014,Meat,8
High,PhD,No Children,2013,Meat,672
High,Master,No Children,2013,Meat,415
Medium,Graduation,Has Children,2013,Meat,11
Medium,Graduation,Has Children,2014,Meat,12
High,Graduation,No Children,2013,Meat,430
Medium,PhD,Has Children,2012,Meat,152
Low,Graduation,Has Children,2013,Meat,9
Medium,PhD,Has Children,2013,Meat,33
High,Diploma,No Children,2014,Meat,611
Medium,Graduation,No Children,2014,Meat,104
High,Master,Has Children,2013,Meat,186
Medium,Graduation,Has Children,2012,Meat,52
Medium,Master,Has Children,2013,Meat,64
Low,Master,Has Children,2012,Meat,29
High,Graduation,Has Children,2013,Meat,96
Medium,Master,Has Children,2013,Meat,11
Medium,Graduation,Has Children,2013,Meat,27
High,Graduation,No Children,2012,Meat,106
Medium,Graduation,Has Children,2013,Meat,71
High,Graduation,No Children,2012,Meat,687
Medium,Diploma,No Children,2012,Meat,239
Medium,PhD,Has Children,2012,Meat,20
Medium,Master,No Children,2013,Meat,204
Low,Basic,No Children,2012,Meat,78
Medium,Graduation,Has Children,2013,Meat,18
Medium,PhD,Has Children,2012,Meat,24
Medium,Diploma,Has Children,2013,Meat,10
High,Master,No Children,2013,Meat,842
Medium,Graduation,No Children,2012,Meat,151
Low,Graduation,No Children,2013,Meat,5
Low,Graduation,Has Children,2013,Meat,7
Medium,Diploma,Has Children,2014,Meat,24
Medium,PhD,Has Children,2013,Meat,5
Medium,PhD,Has Children,2014,Meat,9
High,Master,Has Children,2014,Meat,57
Medium,PhD,Has Children,2013,Meat,14
Medium,Graduation,Has Children,2013,Meat,114
High,Graduation,No Children,2014,Meat,622
Low,Graduation,Has Children,2012,Meat,4
High,Graduation,No Children,2013,Meat,790
Low,Diploma,No Children,2014,Meat,8
Medium,Graduation,Has Children,2013,Meat,65
High,Graduation,No Children,2012,Meat,376
High,Graduation,Has Children,2013,Meat,155
Medium,Graduation,Has Children,2013,Meat,51
High,PhD,No Children,2014,Meat,249
High,Graduation,No Children,2014,Meat,69
Medium,Graduation,Has Children,2013,Meat,154
High,PhD,Has Children,2014,Meat,189
High,Master,No Children,2012,Meat,717
Medium,Master,Has Children,2013,Meat,74
High,Diploma,Has Children,2013,Meat,209
Medium,Diploma,Has Children,2014,Meat,111
Low,PhD,Has Children,2013,Meat,17
Medium,Graduation,Has Children,2013,Meat,73
Medium,Diploma,Has Children,2014,Meat,20
Medium,Graduation,Has Children,2013,Meat,21
Medium,Graduation,Has Children,2014,Meat,9
High,Master,No Children,2013,Meat,537
Medium,Master,Has Children,2013,Meat,97
High,Graduation,Has Children,2014,Meat,231
Medium,Graduation,Has Children,2012,Meat,107
Low,Basic,Has Children,2014,Meat,13
High,Master,Has Children,2013,Meat,235
Low,Graduation,No Children,2014,Meat,25
Medium,PhD,Has Children,2013,Meat,44
Low,Master,No Children,2013,Meat,26
High,PhD,No Children,2013,Meat,528
Low,Graduation,Has Children,2014,Meat,17
Medium,Graduation,Has Children,2012,Meat,100
High,Graduation,Has Children,2013,Meat,217
High,Graduation,No Children,2013,Meat,118
High,Master,Has Children,2012,Meat,480
Medium,Graduation,Has Children,2013,Meat,54
High,Graduation,No Children,2013,Meat,413
Medium,Master,No Children,2014,Meat,40
Medium,Graduation,Has Children,2013,Meat,7
Medium,Graduation,Has Children,2012,Meat,78
Medium,Graduation,Has Children,2014,Meat,21
Medium,Master,Has Children,2012,Meat,61
High,Master,Has Children,2012,Meat,45
Low,Graduation,No Children,2013,Meat,8
Low,Basic,Has Children,2013,Meat,2
Medium,Graduation,Has Children,2013,Meat,21
Low,Diploma,Has Children,2013,Meat,4
Medium,PhD,No Children,2013,Meat,92
High,Graduation,Has Children,2013,Meat,84
High,PhD,No Children,2013,Meat,395
High,PhD,No Children,2013,Meat,573
High,Graduation,No Children,2013,Meat,452
Low,Graduation,Has Children,2012,Meat,7
High,Graduation,Has Children,2014,Meat,75
High,Graduation,No Children,2012,Meat,459
High,Graduation,Has Children,2013,Meat,215
Medium,Graduation,Has Children,2013,Meat,27
High,PhD,No Children,2014,Meat,259
High,Graduation,No Children,2013,Meat,984
Medium,Master,Has Children,2013,Meat,31
Medium,Graduation,Has Children,2012,Meat,68
Low,Basic,Has Children,2013,Meat,14
Medium,Graduation,Has Children,2013,Meat,196
Medium,Diploma,No Children,2012,Meat,238
Medium,Diploma,Has Children,2013,Meat,69
High,Master,Has Children,2012,Meat,205
Medium,Graduation,Has Children,2013,Meat,108
Medium,Graduation,Has Children,2013,Meat,10
Medium,Master,Has Children,2013,Meat,21
High,Graduation,Has Children,2014,Meat,59
Medium,Graduation,Has Children,2014,Meat,52
Medium,Diploma,Has Children,2013,Meat,24
Medium,Master,Has Children,2013,Meat,5
Medium,PhD,Has Children,2012,Meat,24
Medium,PhD,Has Children,2013,Meat,167
Medium,Graduation,Has Children,2012,Meat,38
Medium,Graduation,Has Children,2013,Meat,35
Low,Graduation,Has Children,2013,Meat,14
Medium,Master,Has Children,2013,Meat,18
Medium,Master,Has Children,2013,Meat,65
Medium,Master,Has Children,2014,Meat,64
Medium,Diploma,Has Children,2013,Meat,34
Medium,Graduation,Has Children,2012,Meat,12
Medium,Diploma,Has Children,2014,Meat,9
Low,Graduation,Has Children,2012,Meat,17
High,Graduation,No Children,2014,Meat,694
Medium,PhD,Has Children,2014,Meat,13
Low,Diploma,Has Children,2013,Meat,7
Medium,Graduation,Has Children,2012,Meat,17
High,Graduation,No Children,2014,Meat,374
Medium,Master,Has Children,2013,Meat,76
Low,Graduation,Has Children,2013,Meat,29
Medium,PhD,Has Children,2014,Meat,13
Medium,Diploma,Has Children,2012,Meat,12
Low,PhD,Has Children,2014,Meat,6
High,Master,Has Children,2013,Meat,115
Medium,Graduation,Has Children,2014,Meat,3
Low,Graduation,Has Children,2014,Meat,16
High,Master,Has Children,2013,Meat,100
Medium,PhD,Has Children,2012,Meat,79
High,Graduation,Has Children,2012,Meat,43
High,Graduation,Has Children,2014,Meat,49
Medium,Graduation,Has Children,2014,Meat,41
Medium,Graduation,Has Children,2012,Meat,39
Medium,Master,Has Children,2012,Meat,133
Medium,PhD,Has Children,2012,Meat,21
Medium,Master,Has Children,2013,Meat,112
High,Master,Has Children,2013,Meat,222
Medium,Graduation,Has Children,2012,Meat,104
Medium,PhD,Has Children,2012,Meat,16
High,PhD,Has Children,2012,Meat,238
High,Graduation,Has Children,2013,Meat,272
Medium,Master,Has Children,2014,Meat,7
High,Graduation,No Children,2014,Meat,520
Medium,Graduation,Has Children,2013,Meat,50
Medium,Graduation,Has Children,2013,Meat,139
Low,Basic,No Children,2013,Meat,11
Medium,Graduation,No Children,2014,Meat,39
Medium,Graduation,Has Children,2014,Meat,10
Low,Graduation,Has Children,2014,Meat,16
Medium,PhD,Has Children,2014,Meat,1
High,Diploma,No Children,2013,Meat,74
High,Graduation,Has Children,2012,Meat,253
Medium,PhD,Has Children,2014,Meat,8
Low,Graduation,No Children,2012,Meat,7
Low,Graduation,Has Children,2013,Meat,26
Medium,PhD,Has Children,2013,Meat,2
Medium,PhD,Has Children,2013,Meat,7
Medium,Diploma,Has Children,2014,Meat,17
Medium,Graduation,No Children,2013,Meat,64
Low,Master,Has Children,2013,Meat,13
Medium,Diploma,Has Children,2014,Meat,10
High,Graduation,No Children,2013,Meat,118
Medium,Graduation,Has Children,2013,Meat,15
High,Graduation,Has Children,2013,Meat,67
Medium,Diploma,Has Children,2013,Meat,11
High,Graduation,Has Children,2012,Meat,43
Low,Diploma,No Children,2013,Meat,5
Medium,Graduation,No Children,2014,Meat,11
Medium,Graduation,Has Children,2013,Meat,59
Medium,Graduation,Has Children,2013,Meat,19
Medium,Master,Has Children,2013,Meat,4
Low,Graduation,Has Children,2012,Meat,23
High,Master,No Children,2012,Meat,595
High,Graduation,No Children,2013,Meat,672
Medium,Graduation,No Children,2013,Meat,102
High,Diploma,No Children,2012,Meat,553
Medium,Graduation,Has Children,2012,Meat,99
High,PhD,No Children,2013,Meat,348
High,Diploma,Has Children,2014,Meat,159
Medium,Graduation,Has Children,2013,Meat,92
High,Graduation,No Children,2014,Meat,573
High,Graduation,No Children,2013,Meat,601
Medium,PhD,Has Children,2013,Meat,17
Medium,PhD,No Children,2012,Meat,180
High,Graduation,No Children,2014,Meat,356
Medium,Graduation,Has Children,2012,Meat,52
Low,Graduation,Has Children,2013,Meat,16
High,Graduation,No Children,2014,Meat,731
Medium,PhD,No Children,2012,Meat,123
High,Master,Has Children,2014,Meat,21
Medium,Graduation,Has Children,2013,Meat,177
Medium,PhD,Has Children,2014,Meat,2
Low,Graduation,Has Children,2014,Meat,6
Low,Master,Has Children,2013,Meat,10
Medium,Master,Has Children,2013,Meat,95
Medium,Graduation,Has Children,2013,Meat,75
High,Graduation,No Children,2013,Meat,345
Medium,PhD,Has Children,2014,Meat,3
High,Graduation,Has Children,2013,Meat,352
Low,Diploma,Has Children,2013,Meat,9
Medium,Graduation,Has Children,2013,Meat,58
Medium,Graduation,Has Children,2013,Meat,5
High,PhD,Has Children,2012,Meat,553
High,Graduation,Has Children,2012,Meat,422
Medium,Graduation,Has Children,2013,Meat,26
High,Master,No Children,2012,Meat,717
Medium,PhD,Has Children,2013,Meat,13
Medium,Master,No Children,2013,Meat,54
Medium,PhD,Has Children,2014,Meat,60
High,Graduation,Has Children,2013,Meat,303
High,Graduation,Has Children,2012,Meat,135
Low,Diploma,Has Children,2013,Meat,12
Low,Graduation,Has Children,2013,Meat,9
High,Diploma,Has Children,2012,Meat,259
High,Master,Has Children,2013,Meat,142
High,Master,No Children,2014,Meat,687
High,PhD,Has Children,2014,Meat,30
High,Graduation,Has Children,2013,Meat,161
Medium,Master,Has Children,2013,Meat,171
High,PhD,Has Children,2013,Meat,309
Medium,PhD,Has Children,2013,Meat,40
High,Graduation,No Children,2013,Meat,815
Medium,Graduation,Has Children,2013,Meat,178
Medium,Graduation,Has Children,2013,Meat,30
High,Graduation,No Children,2014,Meat,295
Medium,Graduation,Has Children,2013,Meat,12
Medium,PhD,Has Children,2012,Meat,101
High,Graduation,Has Children,2012,Meat,253
High,Graduation,No Children,2013,Meat,385
Medium,Master,Has Children,2013,Meat,57
Medium,Diploma,Has Children,2014,Meat,10
Medium,Graduation,Has Children,2012,Meat,108
Medium,Master,Has Children,2012,Meat,91
Medium,PhD,No Children,2012,Meat,120
High,Master,No Children,2014,Meat,125
Medium,Master,Has Children,2013,Meat,109
Medium,Diploma,Has Children,2012,Meat,189
High,PhD,No Children,2013,Meat,170
Medium,Graduation,Has Children,2013,Meat,165
High,Graduation,No Children,2014,Meat,400
Medium,Master,Has Children,2012,Meat,27
High,Graduation,Has Children,2012,Meat,428
High,Graduation,No Children,2014,Meat,706
Low,Diploma,No Children,2013,Meat,10
Medium,Graduation,Has Children,2014,Meat,87
Medium,Graduation,Has Children,2012,Meat,85
Medium,Graduation,Has Children,2013,Meat,12
Medium,Master,Has Children,2013,Meat,40
Low,Graduation,Has Children,2012,Meat,26
High,PhD,No Children,2013,Meat,724
High,Graduation,No Children,2013,Meat,827
Medium,Graduation,Has Children,2014,Meat,21
Medium,PhD,Has Children,2014,Meat,19
Low,Graduation,Has Children,2013,Meat,1
Medium,Graduation,Has Children,2012,Meat,184
High,PhD,No Children,2014,Meat,377
Low,Graduation,Has Children,2012,Meat,17
High,PhD,No Children,2014,Meat,560
Low,Graduation,Has Children,2013,Meat,3
Medium,Diploma,Has Children,2012,Meat,219
Medium,Diploma,Has Children,2013,Meat,33
High,PhD,Has Children,2014,Meat,134
Medium,Master,Has Children,2012,Meat,27
Low,Diploma,Has Children,2012,Meat,7
Low,Diploma,Has Children,2012,Meat,101
Low,Graduation,Has Children,2013,Meat,7
High,PhD,No Children,2013,Meat,441
High,PhD,Has Children,2012,Meat,76
Medium,Master,Has Children,2013,Meat,469
Medium,Graduation,Has Children,2014,Meat,24
High,Master,Has Children,2013,Meat,270
High,Graduation,No Children,2012,Meat,701
Medium,PhD,Has Children,2013,Meat,3
Medium,Graduation,Has Children,2012,Meat,115
Medium,Master,Has Children,2013,Meat,16
Medium,Diploma,No Children,2013,Meat,12
Medium,Graduation,No Children,2012,Meat,50
High,Graduation,Has Children,2013,Meat,179
Medium,Diploma,Has Children,2013,Meat,2
Medium,Master,Has Children,2013,Meat,27
High,Diploma,No Children,2014,Meat,255
High,Graduation,Has Children,2012,Meat,368
High,Graduation,No Children,2014,Meat,415
High,Graduation,Has Children,2012,Meat,217
Medium,Master,Has Children,2013,Meat,6
Medium,Master,Has Children,2012,Meat,44
Medium,Graduation,Has Children,2013,Meat,3
Low,Graduation,Has Children,2013,Meat,22
High,PhD,Has Children,2013,Meat,168
Medium,Graduation,Has Children,2013,Meat,59
Medium,Master,Has Children,2013,Meat,26
Low,Graduation,Has Children,2012,Meat,4
High,Graduation,Has Children,2014,Meat,278
Medium,Graduation,Has Children,2014,Meat,40
Medium,Graduation,Has Children,2013,Meat,88
High,Master,Has Children,2012,Meat,254
High,Graduation,Has Children,2014,Meat,171
Medium,PhD,Has Children,2012,Meat,108
High,PhD,Has Children,2013,Meat,180
High,PhD,No Children,2012,Meat,115
Medium,Graduation,Has Children,2012,Meat,14
High,Master,No Children,2014,Meat,915
Low,Master,Has Children,2013,Meat,23
Medium,Graduation,Has Children,2012,Meat,108
Medium,PhD,Has Children,2013,Meat,23
Medium,Graduation,Has Children,2014,Meat,67
High,PhD,No Children,2014,Meat,465
Medium,Graduation,No Children,2013,Meat,66
High,Master,Has Children,2013,Meat,134
Medium,Graduation,Has Children,2014,Meat,5
High,Master,No Children,2013,Meat,639
High,Graduation,No Children,2013,Meat,573
Medium,Master,Has Children,2014,Meat,10
High,Graduation,No Children,2014,Meat,424
Medium,PhD,Has Children,2014,Meat,8
Medium,Master,Has Children,2012,Meat,52
High,Graduation,No Children,2014,Meat,68
Medium,Graduation,Has Children,2013,Meat,45
High,Graduation,No Children,2013,Meat,625
Medium,PhD,Has Children,2012,Meat,28
High,Graduation,No Children,2013,Meat,315
Low,Basic,Has Children,2012,Meat,5
Medium,Master,Has Children,2013,Meat,74
Medium,PhD,Has Children,2014,Meat,3
Medium,PhD,Has Children,2012,Meat,50
Low,Master,Has Children,2014,Meat,19
Medium,Graduation,Has Children,2013,Meat,129
High,Graduation,Has Children,2012,Meat,309
Medium,PhD,Has Children,2014,Meat,6
Medium,Master,Has Children,2013,Meat,88
High,Master,No Children,2012,Meat,649
High,Master,No Children,2013,Meat,215
Medium,Graduation,Has Children,2013,Meat,6
Low,Graduation,Has Children,2014,Meat,21
Medium,PhD,Has Children,2013,Meat,4
High,Graduation,Has Children,2013,Meat,422
Medium,Diploma,Has Children,2013,Meat,230
High,Master,Has Children,2014,Meat,15
High,PhD,Has Children,2014,Meat,69
High,Graduation,No Children,2012,Meat,832
Low,Diploma,No Children,2012,Meat,15
High,Graduation,No Children,2013,Meat,575
